trns,ids,row_keep,id_final,comments
NCT04475107; KCT0005834,tri07829 (TRUE),FALSE,NA,NA
CTRI/2021/01/030830,tri05951 (TRUE); tri07847 (FALSE),FALSE,NA,NA
EUCTR2020-002233-15; NCT04750759,tri03189 (FALSE); tri07896 (TRUE),TRUE,tri07896,NA
EUCTR2020-002233-15; NCT04750759,tri07896 (TRUE),FALSE,NA,NA
EUCTR2020-005828-11,tri08236 (FALSE); tri08276 (TRUE),FALSE,NA,NA
EUCTR2020-005828-11; NCT04680949,tri08236 (FALSE); tri08276 (TRUE),TRUE,tri08276,NA
EUCTR2020-005828-11; NCT04680949,tri08276 (TRUE),FALSE,NA,NA
EUCTR2020-001643-13; NCT04817332,tri02217 (FALSE); tri08351 (TRUE),FALSE,NA,NA
EUCTR2020-001643-13; NCT04817332,tri08351 (TRUE),FALSE,NA,NA
EUCTR2020-001643-13; NCT04817332; ISRCTN30564012,tri02217 (FALSE); tri08351 (TRUE),TRUE,tri08351,NA
EUCTR2020-003369-20,tri06655 (TRUE); tri08942 (FALSE),FALSE,NA,NA
NCT04681430; EUCTR2020-004695-18,tri08953 (TRUE),FALSE,NA,NA
NCT04681430; EUCTR2020-004695-18,tri05245 (FALSE); tri08953 (TRUE),TRUE,tri08953,NA
NCT04746183,tri07225 (TRUE); tri09395 (FALSE),FALSE,NA,NA
EUCTR2020-005524-11; NCT04710381,tri09585 (TRUE); tri10297 (TRUE),TRUE,tri09585,NA
NCT04546581,tri07002 (FALSE); tri10117 (TRUE),FALSE,NA,NA
NCT04710381; EUCTR2020-005524-11,tri09585 (TRUE); tri10297 (TRUE),FALSE,NA,NA
NCT04382053; EUCTR2020-001870-32; PER-055-20,tri03212 (TRUE); tri10336 (TRUE),FALSE,NA,NA
NCT04325906; NCT04347941; NCT04358939; NCT04395144; NCT04391140; NCT04477655,tri03220; tri03027; tri01296; tri00985; tri02158; tri05731,TRUE,tri00985,prone positioning meta-trial which we decided to collapse under tri00985/NCT04347941
EUCTR2020-001381-11,tri00718 (FALSE); tri08446 (TRUE),FALSE,NA,NA
IRCT20200414047072N1,tri01674 (FALSE); tri01896 (TRUE),FALSE,NA,NA
IRCT20200414047072N1; NCT04352751,tri01674 (FALSE); tri01896 (TRUE),TRUE,tri01896,NA
IRCT20200414047072N1; NCT04352751,tri01896 (TRUE),FALSE,NA,NA
NCT04386070; EUCTR2020-001448-24,tri01947 (FALSE); tri02886 (TRUE),FALSE,NA,NA
EUCTR2020-001448-24; NCT04386070; PACTR202004893013257,tri01947 (FALSE); tri02886 (TRUE),TRUE,tri02886,NA
EUCTR2020-001448-24; NCT04386070; PACTR202004893013257,tri02886 (TRUE),FALSE,NA,NA
PACTR202007589336711,tri04414 (FALSE); tri05665 (TRUE),FALSE,NA,NA
PACTR202007589336711; NCT04471831,tri04414 (FALSE); tri05665 (TRUE),TRUE,tri05665,NA
PACTR202007589336711; NCT04471831,tri05665 (TRUE),FALSE,NA,NA
EUCTR2020-001381-11; NCT04329195,tri00718 (FALSE); tri08446 (TRUE),TRUE,tri08446,NA
EUCTR2020-001381-11; NCT04329195,tri08446 (TRUE),FALSE,NA,NA
EUCTR2021-001978-37; NCT04860739,tri08872 (TRUE); tri08950 (FALSE),TRUE,tri08872,NA
EUCTR2021-001978-37; NCT04860739,tri08872 (TRUE),FALSE,NA,NA
EUCTR2021-001978-37,tri08872 (TRUE); tri08950 (FALSE),FALSE,NA,NA
CTRI/2020/06/026192; EUCTR2020-001502-38; NCT04452435,tri04691 (TRUE),FALSE,NA,NA
CTRI/2020/06/026192; EUCTR2020-001502-38; NCT04452435,tri04691 (TRUE); tri05461 (TRUE),TRUE,tri05461,NA
NCT04452435; EUCTR2020-001502-38,tri04691 (TRUE); tri05461 (TRUE),FALSE,NA,NA
EUCTR2020-001722-66; NCT04374539,tri01268 (FALSE); tri01476 (TRUE),TRUE,tri01476,NA
NCT04369469; JPRN-jRCT2031200126; EUCTR2020-001497-30,tri01367 (TRUE); tri02227 (FALSE),TRUE,tri01367,NA
NCT04369469; JPRN-jRCT2031200126; EUCTR2020-001497-30,tri01367 (TRUE),FALSE,NA,NA
EUCTR2020-001497-30; NCT04369469,tri01367 (TRUE); tri02227 (FALSE),FALSE,NA,NA
NCT04374539; EUCTR2020-001722-66,tri01268 (FALSE); tri01476 (TRUE),FALSE,NA,NA
NCT04323644; CTRI/2020/05/025163,tri01878 (FALSE); tri04499 (FALSE),TRUE,tri01878,NA
NCT04384926; CTRI/2020/05/025160,tri01933 (FALSE); tri04500 (FALSE),TRUE,tri01933,NA
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279,tri01972 (FALSE),FALSE,NA,NA
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279,tri01972 (FALSE); tri02220 (FALSE),FALSE,NA,NA
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279; EUCTR2020-002016-48,tri01972 (FALSE),FALSE,NA,NA
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279; EUCTR2020-002016-48,tri01972 (FALSE); tri03909 (FALSE),FALSE,NA,NA
ISRCTN89573163; EUCTR2020-002016-48,tri03909 (FALSE),FALSE,NA,NA
ISRCTN89573163; EUCTR2020-002016-48,tri01972 (FALSE); tri03909 (FALSE),FALSE,NA,NA
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279,tri01972 (FALSE); tri02220 (FALSE),TRUE,tri01972,added row. additional manual check and confirmation with ND about seperate trials: [NCT04389359; EUCTR2020-004144-28; ISRCTN88057279] and [EUCTR2020-002016-48; ISRCTN89573163]
EUCTR2020-002016-48; ISRCTN89573163,tri03909 (FALSE),TRUE,tri03909,added row. additional manual check and confirmation with ND about seperate trials: [NCT04389359; EUCTR2020-004144-28; ISRCTN88057279] and [EUCTR2020-002016-48; ISRCTN89573163]
NCT04389359; EUCTR2020-004144-28; ISRCTN88057279; EUCTR2020-002016-48; ISRCTN89573163,tri01972 (FALSE); tri03909 (FALSE); tri02220 (FALSE),FALSE,NA,split into two trials
ISRCTN50212645; NCT04405934,tri02218 (FALSE); tri03427 (TRUE),TRUE,tri03427,NA
NCT04405934; ISRCTN50212645,tri02218 (FALSE); tri03427 (TRUE),FALSE,NA,NA
EUCTR2020-004123-16; NCT04368988,tri02344 (TRUE); tri07283 (FALSE),FALSE,NA,NA
EUCTR2020-004123-16; NCT04368988,tri02344 (TRUE),FALSE,NA,NA
NCT04583995; EUCTR2020-004123-16,tri07283 (FALSE),FALSE,NA,NA
NCT04583995; EUCTR2020-004123-16,tri02344 (TRUE); tri07283 (FALSE),FALSE,NA,NA
EUCTR2020-004123-16; NCT04368988; NCT04583995,tri02344 (TRUE),FALSE,NA,NA
NCT04583995,tri02344 (TRUE); tri07283 (FALSE),FALSE,NA,NA
EUCTR2020-004123-16; NCT04368988; NCT04583995,tri02344 (TRUE); tri07283 (FALSE),TRUE,tri02344,NA
NCT04406038; ISRCTN11060415,tri02387 (FALSE); tri08225 (FALSE),TRUE,tri02387,NA
ISRCTN11060415; NCT04406038,tri02387 (FALSE); tri08225 (FALSE),FALSE,NA,NA
EUCTR2015-002340-14,tri02441 (FALSE); tri04046 (TRUE),FALSE,NA,NA
JPRN-UMIN000043369,tri04046 (TRUE); tri09105 (FALSE),FALSE,NA,NA
JPRN-UMIN000043369; EUCTR2015-002340-14; NCT02735707; ISRCTN67000769,tri04046 (TRUE); tri09105 (FALSE),FALSE,NA,NA
JPRN-UMIN000043369; EUCTR2015-002340-14; NCT02735707; ISRCTN67000769,tri02441 (FALSE); tri04046 (TRUE),FALSE,NA,NA
JPRN-UMIN000043369; EUCTR2015-002340-14; NCT02735707; ISRCTN67000769,tri04046 (TRUE),FALSE,NA,NA
EUCTR2015-002340-14; ISRCTN67000769; JPRN-UMIN000043369; NCT02735707; JPRN-jRCT2031200443,tri04046 (TRUE),FALSE,NA,NA
EUCTR2015-002340-14; ISRCTN67000769; JPRN-UMIN000043369; NCT02735707; JPRN-jRCT2031200443,tri04046 (TRUE); tri09692 (FALSE); tri02441 (FALSE); tri09105 (FALSE),TRUE,tri04046,REMAP-CAP adaptive trial which is excluded; confirmed crossreg with ND
JPRN-jRCT2031200443,tri04046 (TRUE); tri09692 (FALSE),FALSE,NA,NA
NCT04362137; EUCTR2020-001662-11; PER-030-20; CTRI/2020/09/027680,tri03340 (TRUE); tri07422 (FALSE),TRUE,tri03340,NA
NCT04362137; EUCTR2020-001662-11; PER-030-20; CTRI/2020/09/027680,tri03340 (TRUE),FALSE,NA,NA
CTRI/2020/09/027680; NCT04362137,tri03340 (TRUE); tri07422 (FALSE),FALSE,NA,NA
NCT04366986; ISRCTN13539303,tri03354 (FALSE); tri04149 (FALSE),TRUE,tri03354,NA
ISRCTN13539303; NCT04366986,tri03354 (FALSE); tri04149 (FALSE),FALSE,NA,NA
NCT04376684; EUCTR2020-001759-42; CTRI/2020/08/027205,tri03373 (FALSE); tri07421 (FALSE),TRUE,tri03373,NA
NCT04376684; EUCTR2020-001759-42; CTRI/2020/08/027205,tri03373 (FALSE),FALSE,NA,NA
CTRI/2020/08/027205; NCT04376684,tri03373 (FALSE); tri07421 (FALSE),FALSE,NA,NA
NCT04832880; EUCTR2020-001854-23,tri03696 (FALSE); tri08408 (FALSE),TRUE,tri08408,NA
EUCTR2020-001854-23; NCT04832880,tri03696 (FALSE); tri08408 (FALSE),FALSE,NA,NA
NCT04596943; EUCTR2020-001325-31,tri03871 (TRUE); tri06630 (FALSE),TRUE,tri03871,NA
EUCTR2020-001325-31; NCT04596943,tri03871 (TRUE); tri06630 (FALSE),FALSE,NA,NA
NCT04382508; ISRCTN10175886,tri03893 (FALSE); tri05394 (FALSE),TRUE,tri05394,NA
ISRCTN10175886; NCT04382508,tri03893 (FALSE); tri05394 (FALSE),FALSE,NA,NA
EUCTR2020-002494-10; NCT04559074,tri03911 (FALSE); tri06379 (TRUE),FALSE,NA,NA
EUCTR2020-002494-10; NCT04559074,tri03911 (FALSE); tri06379 (TRUE); tri08417 (FALSE),FALSE,NA,NA
NCT04559074; ISRCTN16393332; EUCTR2020-002494-10,tri03911 (FALSE); tri06379 (TRUE); tri08417 (FALSE),TRUE,tri06379,NA
NCT04559074; ISRCTN16393332; EUCTR2020-002494-10,tri06379 (TRUE); tri08417 (FALSE),FALSE,NA,NA
NCT04559074; ISRCTN16393332; EUCTR2020-002494-10,tri03911 (FALSE); tri06379 (TRUE),FALSE,NA,NA
ISRCTN16393332; NCT04559074,tri06379 (TRUE); tri08417 (FALSE),FALSE,NA,NA
ISRCTN16393332; NCT04559074,tri03911 (FALSE); tri06379 (TRUE); tri08417 (FALSE),FALSE,NA,NA
NCT04718480; EUCTR2020-002299-11,tri04061 (FALSE); tri07592 (FALSE),TRUE,tri07592,NA
EUCTR2020-002299-11; NCT04718480,tri04061 (FALSE); tri07592 (FALSE),FALSE,NA,NA
NCT04712344; EUCTR2020-002122-82,tri04200 (FALSE); tri07576 (FALSE),TRUE,tri07576,NA
EUCTR2020-002122-82; NCT04712344,tri04200 (FALSE); tri07576 (FALSE),FALSE,NA,NA
NCT04695197; PACTR202009642148520,tri04427 (FALSE); tri07947 (FALSE),TRUE,tri07947,NA
PACTR202009642148520; NCT04695197,tri04427 (FALSE); tri07947 (FALSE),FALSE,NA,NA
EUCTR2020-004743-83; NCT04732949,tri04223 (FALSE); tri09392 (FALSE),FALSE,NA,NA
EUCTR2020-004743-83; NCT04732949,tri04223 (FALSE); tri08425 (FALSE); tri09257 (FALSE); tri09392 (FALSE),FALSE,NA,NA
NCT04732949; EUCTR2020-004743-83; ISRCTN85436698; CTRI/2021/04/032791,tri04223 (FALSE); tri08425 (FALSE); tri09257 (FALSE); tri09392 (FALSE),TRUE,tri09392,NA
NCT04732949; EUCTR2020-004743-83; ISRCTN85436698; CTRI/2021/04/032791,tri04223 (FALSE); tri09392 (FALSE),FALSE,NA,NA
NCT04732949; EUCTR2020-004743-83; ISRCTN85436698; CTRI/2021/04/032791,tri08425 (FALSE); tri09392 (FALSE),FALSE,NA,NA
NCT04732949; EUCTR2020-004743-83; ISRCTN85436698; CTRI/2021/04/032791,tri09257 (FALSE); tri09392 (FALSE),FALSE,NA,NA
ISRCTN85436698; NCT04732949,tri08425 (FALSE); tri09392 (FALSE),FALSE,NA,NA
ISRCTN85436698; NCT04732949,tri04223 (FALSE); tri08425 (FALSE); tri09257 (FALSE); tri09392 (FALSE),FALSE,NA,NA
CTRI/2021/04/032791; NCT04732949,tri09257 (FALSE); tri09392 (FALSE),FALSE,NA,NA
CTRI/2021/04/032791; NCT04732949,tri04223 (FALSE); tri08425 (FALSE); tri09257 (FALSE); tri09392 (FALSE),FALSE,NA,NA
CTRI/2020/05/025163; NCT04323644,tri01878 (FALSE); tri04499 (FALSE),FALSE,NA,NA
CTRI/2020/05/025160; NCT04384926,tri01933 (FALSE); tri04500 (FALSE),FALSE,NA,NA
NCT04509986; CTRI/2020/09/027681,tri04990 (FALSE); tri05996 (FALSE),TRUE,tri05996,NA
CTRI/2020/09/027681; NCT04509986,tri04990 (FALSE); tri05996 (FALSE),FALSE,NA,NA
NCT04483960; ACTRN12621000738820,tri05792 (FALSE); tri09823 (FALSE),TRUE,tri05792,NA
ACTRN12621000738820; NCT04483960,tri05792 (FALSE); tri09823 (FALSE),FALSE,NA,NA
NCT04492254; EUCTR2020-003125-39; CTRI/2021/01/030373,tri05859 (FALSE); tri07535 (FALSE),TRUE,tri05859,NA
NCT04492254; EUCTR2020-003125-39; CTRI/2021/01/030373,tri05859 (FALSE),FALSE,NA,NA
CTRI/2021/01/030373; NCT04492254,tri05859 (FALSE); tri07535 (FALSE),FALSE,NA,NA
NCT04512079; CTRI/2020/11/029345; EUCTR2020-005763-31,tri06019 (FALSE); tri08234 (FALSE),TRUE,tri06019,NA
NCT04512079; CTRI/2020/11/029345; EUCTR2020-005763-31,tri06019 (FALSE),FALSE,NA,NA
EUCTR2020-005763-31; NCT04512079,tri06019 (FALSE); tri08234 (FALSE),FALSE,NA,NA
NCT04547257; DRKS00022857,tri06302 (FALSE); tri09841 (FALSE),TRUE,tri06302,NA
DRKS00022857; NCT04547257,tri06302 (FALSE); tri09841 (FALSE),FALSE,NA,NA
NCT04603105; ISRCTN15019599,tri06667 (FALSE); tri07233 (FALSE),TRUE,tri06667,NA
ISRCTN15019599; NCT04603105,tri06667 (FALSE); tri07233 (FALSE),FALSE,NA,NA
NCT04611269; ISRCTN78284710,tri06722 (FALSE); tri08422 (FALSE),TRUE,tri06722,NA
ISRCTN78284710; NCT04611269,tri06722 (FALSE); tri08422 (FALSE),FALSE,NA,NA
NCT04641195; CTRI/2021/04/032593,tri06895 (FALSE); tri09242 (FALSE),TRUE,tri06895,NA
CTRI/2021/04/032593; NCT04641195,tri06895 (FALSE); tri09242 (FALSE),FALSE,NA,NA
NCT04492475; JPRN-jRCT2031200092,tri06971 (TRUE); tri09090 (FALSE),TRUE,tri06971,NA
JPRN-jRCT2031200092; NCT04492475,tri06971 (TRUE); tri09090 (FALSE),FALSE,NA,NA
NCT04540120; EUCTR2020-005227-37,tri06999 (FALSE); tri09831 (FALSE),TRUE,tri06999,NA
EUCTR2020-005227-37; NCT04540120,tri06999 (FALSE); tri09831 (FALSE),FALSE,NA,NA
NCT04657497; JPRN-jRCT2031200198,tri07141 (TRUE); tri09091 (FALSE),TRUE,tri07141,NA
JPRN-jRCT2031200198; NCT04657497,tri07141 (TRUE); tri09091 (FALSE),FALSE,NA,NA
NCT04509973; EUCTR2020-003363-25; CTRI/2020/10/028731,tri07285 (FALSE); tri07423 (TRUE); tri08258 (FALSE),TRUE,tri07423,NA
NCT04509973; EUCTR2020-003363-25; CTRI/2020/10/028731,tri07285 (FALSE); tri07423 (TRUE),FALSE,NA,NA
EUCTR2020-003363-25; NCT04509973,tri07285 (FALSE); tri07423 (TRUE); tri08258 (FALSE),FALSE,NA,NA
NCT04780295; DRKS00022277,tri04284 (FALSE); tri08030 (FALSE),TRUE,tri08030,NA
DRKS00022277; NCT04780295,tri04284 (FALSE); tri08030 (FALSE),FALSE,NA,NA
EUCTR2020-005979-12; NCT04927936,tri08065 (FALSE); tri10203 (FALSE),FALSE,NA,NA
EUCTR2020-005979-12; NCT04927936,tri08065 (FALSE); tri08614 (FALSE); tri10203 (FALSE),FALSE,NA,NA
NCT04927936; EUCTR2021-000701-24,tri10203 (FALSE); tri08614 (FALSE),TRUE,tri10203,"added row. additional manual check and confirmation with ND about seperate trials: [NCT04927936, EUCTR2021-00701-24] and [EUCTR2020-005979-12, NCT04928430]"
NCT04928430; EUCTR2020-005979-12,tri08065 (FALSE),TRUE,tri08065,"added row. additional manual check and confirmation with ND about seperate trials: [NCT04927936, EUCTR2021-00701-24] and [EUCTR2020-005979-12, NCT04928430]"
NCT04927936; EUCTR2021-000701-24; EUCTR2020-005979-12,tri08065 (FALSE); tri08614 (FALSE); tri10203 (FALSE),FALSE,NA,split into two trials
NCT04927936; EUCTR2021-000701-24; EUCTR2020-005979-12,tri08614 (FALSE); tri10203 (FALSE),FALSE,NA,NA
NCT04927936; EUCTR2021-000701-24; EUCTR2020-005979-12,tri08065 (FALSE); tri10203 (FALSE),FALSE,NA,NA
EUCTR2021-000701-24; NCT04927936,tri08614 (FALSE); tri10203 (FALSE),FALSE,NA,NA
EUCTR2021-000701-24; NCT04927936,tri08065 (FALSE); tri08614 (FALSE); tri10203 (FALSE),FALSE,NA,NA
NCT04671017; EUCTR2020-005062-33; ISRCTN82411169,tri08068 (TRUE); tri08426 (FALSE),TRUE,tri08068,NA
NCT04671017; EUCTR2020-005062-33; ISRCTN82411169,tri08068 (TRUE),FALSE,NA,NA
ISRCTN82411169; NCT04671017,tri08068 (TRUE); tri08426 (FALSE),FALSE,NA,NA
NCT04788459; EUCTR2020-003734-20,tri08163 (FALSE); tri08261 (FALSE),TRUE,tri08163,NA
EUCTR2020-003734-20; NCT04788459,tri08163 (FALSE); tri08261 (FALSE),FALSE,NA,NA
NCT04801940; ISRCTN15851697; EUCTR2021-001187-25,tri08184 (FALSE); tri08810 (FALSE),TRUE,tri08184,NA
NCT04801940; ISRCTN15851697; EUCTR2021-001187-25,tri08184 (FALSE),FALSE,NA,NA
ISRCTN15851697; NCT04801940,tri08184 (FALSE); tri08810 (FALSE),FALSE,NA,NA
NCT04878055; EUCTR2020-005919-51,tri08255 (FALSE); tri10177 (TRUE),TRUE,tri10177,NA
EUCTR2020-005919-51; NCT04878055,tri08255 (FALSE); tri10177 (TRUE),FALSE,NA,NA
NCT04741386; EUCTR2021-000868-30,tri08263 (FALSE); tri08295 (FALSE),TRUE,tri08295,NA
EUCTR2021-000868-30; NCT04741386,tri08263 (FALSE); tri08295 (FALSE),FALSE,NA,NA
NCT04785157; EUCTR2020-005827-35,tri08442 (FALSE); tri09405 (FALSE),TRUE,tri09405,NA
EUCTR2020-005827-35; NCT04785157,tri08442 (FALSE); tri09405 (FALSE),FALSE,NA,NA
NCT04834856; EUCTR2021-000365-33,tri08494 (FALSE); tri08612 (FALSE),TRUE,tri08494,NA
EUCTR2021-000365-33; NCT04834856,tri08494 (FALSE); tri08612 (FALSE),FALSE,NA,NA
NCT04715438; EUCTR2021-000872-13,tri08623 (FALSE); tri08839 (FALSE),TRUE,tri08839,NA
EUCTR2021-000872-13; NCT04715438,tri08623 (FALSE); tri08839 (FALSE),FALSE,NA,NA
NCT04860258; EUCTR2020-004070-22,tri08624 (FALSE); tri08980 (FALSE),TRUE,tri08980,NA
EUCTR2020-004070-22; NCT04860258,tri08624 (FALSE); tri08980 (FALSE),FALSE,NA,NA
EUCTR2020-003779-17; DRKS00024585,tri08626 (FALSE); tri09929 (FALSE),TRUE,tri08626,use euctr
DRKS00024585; EUCTR2020-003779-17,tri08626 (FALSE); tri09929 (FALSE),FALSE,NA,NA
NCT04863131; JPRN-jRCT2041210013,tri08877 (FALSE); tri09695 (FALSE),TRUE,tri08877,NA
JPRN-jRCT2041210013; NCT04863131,tri08877 (FALSE); tri09695 (FALSE),FALSE,NA,NA
NCT04746430; EUCTR2021-000235-30,tri08939 (TRUE); tri08957 (TRUE),TRUE,tri08957,"both extracted, use ctgov"
EUCTR2021-000235-30; NCT04746430,tri08939 (TRUE); tri08957 (TRUE),FALSE,NA,NA
NCT04884295; EUCTR2020-005299-36,tri09047 (FALSE); tri09442 (FALSE),TRUE,tri09442,NA
EUCTR2020-005299-36; NCT04884295,tri09047 (FALSE); tri09442 (FALSE),FALSE,NA,NA
NCT04801836; EUCTR2020-003403-33,tri09048 (FALSE); tri09132 (TRUE),TRUE,tri09132,NA
EUCTR2020-003403-33; NCT04801836,tri09048 (FALSE); tri09132 (TRUE),FALSE,NA,NA
NCT04723394; EUCTR2020-005315-44; JPRN-jRCT2031200368,tri09049 (FALSE); tri09093 (FALSE); tri10129 (FALSE),TRUE,tri10129,NA
NCT04723394; EUCTR2020-005315-44; JPRN-jRCT2031200368,tri09049 (FALSE); tri10129 (FALSE),FALSE,NA,NA
NCT04723394; EUCTR2020-005315-44; JPRN-jRCT2031200368,tri09093 (FALSE); tri10129 (FALSE),FALSE,NA,NA
EUCTR2020-005315-44; NCT04723394,tri09049 (FALSE); tri10129 (FALSE),FALSE,NA,NA
EUCTR2020-005315-44; NCT04723394,tri09049 (FALSE); tri09093 (FALSE); tri10129 (FALSE),FALSE,NA,NA
JPRN-jRCT2031200368; NCT04723394,tri09093 (FALSE); tri10129 (FALSE),FALSE,NA,NA
JPRN-jRCT2031200368; NCT04723394,tri09049 (FALSE); tri09093 (FALSE); tri10129 (FALSE),FALSE,NA,NA
NCT04892888; JPRN-jRCT2031210095,tri09457 (FALSE); tri09693 (FALSE),TRUE,tri09457,NA
JPRN-jRCT2031210095; NCT04892888,tri09457 (FALSE); tri09693 (FALSE),FALSE,NA,NA
NCT04896541; JPRN-jRCT2071200111,tri09476 (FALSE); tri09698 (FALSE),TRUE,tri09476,NA
JPRN-jRCT2071200111; NCT04896541,tri09476 (FALSE); tri09698 (FALSE),FALSE,NA,NA
NCT04922827; EUCTR2021-002098-25,tri09571 (FALSE); tri09802 (FALSE),TRUE,tri09802,NA
EUCTR2021-002098-25; NCT04922827,tri09571 (FALSE); tri09802 (FALSE),FALSE,NA,NA
NCT04730206; EUCTR2020-005911-27,tri09588 (FALSE); tri09835 (FALSE),TRUE,tri09588,NA
EUCTR2020-005911-27; NCT04730206,tri09588 (FALSE); tri09835 (FALSE),FALSE,NA,NA
NCT04894474; EUCTR2021-000408-39,tri09683 (FALSE); tri09764 (FALSE),TRUE,tri09764,NA
EUCTR2021-000408-39; NCT04894474,tri09683 (FALSE); tri09764 (FALSE),FALSE,NA,NA
NCT04900467; EUCTR2021-002174-52,tri09766 (FALSE); tri10300 (FALSE),TRUE,tri09766,NA
EUCTR2021-002174-52; NCT04900467,tri09766 (FALSE); tri10300 (FALSE),FALSE,NA,NA
NCT04932915; EUCTR2021-001036-25,tri09832 (FALSE); tri10230 (FALSE),TRUE,tri10230,NA
EUCTR2021-001036-25; NCT04932915,tri09832 (FALSE); tri10230 (FALSE),FALSE,NA,NA
EUCTR2020-002871-36; PER-095-20; NCT04545060,tri07001 (TRUE); tri10339 (FALSE),TRUE,tri07001,NA
ChiCTR2100041705; ChiCTR2100041706,tri08138 (TRUE); tri08139 (TRUE),TRUE,tri08138,NA
NCT04393246; EUCTR2020-002229-27; CTRI/2021/05/033546,tri02599 (TRUE),FALSE,NA,NA
NCT04393246; EUCTR2020-002229-27; CTRI/2021/05/033546,tri02599 (TRUE); tri09318 (FALSE),TRUE,tri02599,added during later data cleaning
CTRI/2021/05/033546,tri02599 (TRUE); tri09318 (FALSE),FALSE,NA,NA
