id,date_completion,date_cutoff,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any,month_completion,semester,semester_fct
tri01367,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-04-07,106,106,106,106,-24,2021-05-01,3,Jan 2021-Jun 2021
tri01369,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri01390,2021-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,68,68,68,68,68,2021-06-01,3,Jan 2021-Jun 2021
tri01391,2021-01-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196,2021-01-01,3,Jan 2021-Jun 2021
tri01395,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri01413,2021-06-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-21,NA,2021-04-21,NA,2021-04-21,-41,75,-41,75,-41,2021-06-01,3,Jan 2021-Jun 2021
tri01419,2020-04-16,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-01,2020-10-01,NA,NA,2020-10-01,168,168,486,486,168,2020-04-01,1,Jan 2020-Jun 2020
tri01420,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri01424,2020-04-27,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-01-04,2021-04-13,2021-01-04,NA,2021-01-04,252,351,252,475,252,2020-04-01,1,Jan 2020-Jun 2020
tri01426,2020-08-23,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,357,357,357,357,357,2020-08-01,2,July 2020-Dec 2020
tri01427,2020-10-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,299,299,299,299,299,2020-10-01,2,July 2020-Dec 2020
tri01428,2020-08-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365,2020-08-01,2,July 2020-Dec 2020
tri01431,2020-10-15,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-09,NA,2021-04-09,NA,2021-04-09,176,304,176,304,176,2020-10-01,2,July 2020-Dec 2020
tri01434,2020-11-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,287,287,287,287,287,2020-11-01,2,July 2020-Dec 2020
tri01435,2020-09-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,345,345,345,345,345,2020-09-01,2,July 2020-Dec 2020
tri01442,2020-09-20,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-08,2021-03-08,NA,NA,2020-08-20,169,169,329,329,-31,2020-09-01,2,July 2020-Dec 2020
tri01444,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138,2021-03-01,3,Jan 2021-Jun 2021
tri01452,2020-10-23,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-04,2021-02-04,NA,NA,2021-02-04,104,104,296,296,104,2020-10-01,2,July 2020-Dec 2020
tri01453,2021-04-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,133,133,133,133,133,2021-04-01,3,Jan 2021-Jun 2021
tri01468,2020-07-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,386,386,386,386,386,2020-07-01,2,July 2020-Dec 2020
tri01472,2020-09-30,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-16,NA,2021-06-16,NA,2021-06-16,259,319,259,319,259,2020-09-01,2,July 2020-Dec 2020
tri01476,2021-05-05,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,102,102,102,102,102,2021-05-01,3,Jan 2021-Jun 2021
tri01479,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri01481,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri01482,2021-01-22,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-16,2020-07-16,NA,NA,2020-07-16,-190,-190,205,205,-190,2021-01-01,3,Jan 2021-Jun 2021
tri01483,2020-09-10,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-09-25,2020-10-08,NA,2020-09-25,2020-05-22,15,28,339,15,-111,2020-09-01,2,July 2020-Dec 2020
tri01485,2020-04-27,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-01,2020-06-01,NA,NA,2020-06-01,35,35,475,475,35,2020-04-01,1,Jan 2020-Jun 2020
tri01486,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri01489,2021-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,107,107,107,107,107,2021-04-01,3,Jan 2021-Jun 2021
tri01492,2020-12-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243,2020-12-01,2,July 2020-Dec 2020
tri01493,2020-05-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,464,464,464,464,464,2020-05-01,1,Jan 2020-Jun 2020
tri01496,2021-02-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,193,193,193,193,193,2021-02-01,3,Jan 2021-Jun 2021
tri01497,2021-01-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,213,213,213,213,213,2021-01-01,3,Jan 2021-Jun 2021
tri01500,2021-01-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,214,214,214,214,214,2021-01-01,3,Jan 2021-Jun 2021
tri01501,2021-06-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-12,2020-11-12,NA,NA,2020-11-12,-201,-201,75,75,-201,2021-06-01,3,Jan 2021-Jun 2021
tri01508,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167,2021-03-01,3,Jan 2021-Jun 2021
tri01513,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri01514,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri01520,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri01528,2020-10-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,312,312,312,312,312,2020-10-01,2,July 2020-Dec 2020
tri01536,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri01545,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri01552,2021-04-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,117,117,117,117,117,2021-04-01,3,Jan 2021-Jun 2021
tri01557,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri01559,2020-05-24,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,448,448,448,448,448,2020-05-01,1,Jan 2020-Jun 2020
tri01560,2020-04-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,473,473,473,473,473,2020-04-01,1,Jan 2020-Jun 2020
tri01564,2021-01-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,226,226,226,226,226,2021-01-01,3,Jan 2021-Jun 2021
tri01571,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri01577,2021-04-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,109,109,109,109,109,2021-04-01,3,Jan 2021-Jun 2021
tri01580,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri01583,2020-07-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,401,401,401,401,401,2020-07-01,2,July 2020-Dec 2020
tri01592,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri01596,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-20,2020-09-20,NA,NA,2020-07-29,-102,-102,227,227,-155,2020-12-01,2,July 2020-Dec 2020
tri01597,2020-08-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-31,2021-02-23,2020-08-31,NA,2020-08-31,30,206,30,379,30,2020-08-01,2,July 2020-Dec 2020
tri01598,2021-02-05,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-28,2021-04-28,NA,NA,2021-04-28,82,82,191,191,82,2021-02-01,3,Jan 2021-Jun 2021
tri01601,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri01611,2020-03-24,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,509,509,509,509,509,2020-03-01,1,Jan 2020-Jun 2020
tri01614,2020-11-15,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-02-01,2021-04-10,2021-02-01,NA,2021-02-01,78,146,78,273,78,2020-11-01,2,July 2020-Dec 2020
tri01625,2020-05-04,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-19,2020-08-19,NA,NA,2020-08-19,107,107,468,468,107,2020-05-01,1,Jan 2020-Jun 2020
tri01648,2020-04-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,489,489,489,489,489,2020-04-01,1,Jan 2020-Jun 2020
tri01651,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri01658,2020-06-27,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-02,2020-12-02,NA,NA,2020-12-02,158,158,414,414,158,2020-06-01,1,Jan 2020-Jun 2020
tri01687,2020-08-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,350,350,350,350,350,2020-08-01,2,July 2020-Dec 2020
tri01717,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri01736,2020-05-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,444,444,444,444,444,2020-05-01,1,Jan 2020-Jun 2020
tri01742,2020-08-10,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-10,2020-10-22,2020-09-10,NA,2020-09-10,31,73,31,370,31,2020-08-01,2,July 2020-Dec 2020
tri01745,2020-10-23,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,296,296,296,296,296,2020-10-01,2,July 2020-Dec 2020
tri01756,2020-08-24,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,356,356,356,356,356,2020-08-01,2,July 2020-Dec 2020
tri01766,2020-10-15,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2021-03-14,2021-06-10,NA,2021-03-14,2021-03-14,150,238,304,150,150,2020-10-01,2,July 2020-Dec 2020
tri01787,2020-06-15,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-16,2020-11-16,NA,NA,2020-11-16,154,154,426,426,154,2020-06-01,1,Jan 2020-Jun 2020
tri01788,2020-11-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-15,NA,2021-03-15,NA,2021-03-15,134,287,134,287,134,2020-11-01,2,July 2020-Dec 2020
tri01790,2020-06-15,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-11,2021-03-11,NA,NA,2021-03-11,269,269,426,426,269,2020-06-01,1,Jan 2020-Jun 2020
tri01795,2020-04-15,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-22,2021-01-22,NA,NA,2021-01-22,282,282,487,487,282,2020-04-01,1,Jan 2020-Jun 2020
tri01798,2021-02-02,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2021-06-03,2021-06-03,NA,2021-06-28,2021-06-03,121,121,194,146,121,2021-02-01,3,Jan 2021-Jun 2021
tri01802,2020-10-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,307,307,307,307,307,2020-10-01,2,July 2020-Dec 2020
tri01804,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri01805,2020-11-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,271,271,271,271,271,2020-11-01,2,July 2020-Dec 2020
tri01806,2021-01-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,197,197,197,197,197,2021-01-01,3,Jan 2021-Jun 2021
tri01811,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri01822,2021-02-23,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,173,173,173,173,173,2021-02-01,3,Jan 2021-Jun 2021
tri01826,2020-10-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,289,289,289,289,289,2020-10-01,2,July 2020-Dec 2020
tri01827,2020-11-16,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,272,272,272,272,272,2020-11-01,2,July 2020-Dec 2020
tri01834,2020-10-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,288,288,288,288,288,2020-10-01,2,July 2020-Dec 2020
tri01843,2021-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,136,136,136,136,136,2021-04-01,3,Jan 2021-Jun 2021
tri01845,2020-11-26,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-31,NA,2021-03-31,NA,2021-03-31,125,262,125,262,125,2020-11-01,2,July 2020-Dec 2020
tri01846,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri01848,2020-10-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,288,288,288,288,288,2020-10-01,2,July 2020-Dec 2020
tri01855,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri01856,2020-12-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,229,229,229,229,229,2020-12-01,2,July 2020-Dec 2020
tri01860,2021-05-11,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,96,96,96,96,96,2021-05-01,3,Jan 2021-Jun 2021
tri01861,2020-08-28,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-03,2021-02-03,NA,NA,2021-02-03,159,159,352,352,159,2020-08-01,2,July 2020-Dec 2020
tri01868,2020-05-31,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-10,2020-12-02,2020-07-10,NA,2020-07-10,40,185,40,441,40,2020-05-01,1,Jan 2020-Jun 2020
tri01871,2021-02-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,176,176,176,176,176,2021-02-01,3,Jan 2021-Jun 2021
tri01872,2021-04-06,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-12-02,NA,2020-12-02,NA,2020-12-02,-125,131,-125,131,-125,2021-04-01,3,Jan 2021-Jun 2021
tri01880,2020-09-24,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-08,2020-12-08,NA,NA,2020-12-08,75,75,325,325,75,2020-09-01,2,July 2020-Dec 2020
tri01882,2020-12-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,248,248,248,248,248,2020-12-01,2,July 2020-Dec 2020
tri01886,2020-12-23,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-06-16,2020-10-09,2020-06-16,NA,2020-06-16,-190,-75,-190,235,-190,2020-12-01,2,July 2020-Dec 2020
tri01887,2021-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,77,77,77,77,77,2021-05-01,3,Jan 2021-Jun 2021
tri01888,2020-11-20,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-02,2021-08-02,NA,NA,2021-08-02,255,255,268,268,255,2020-11-01,2,July 2020-Dec 2020
tri01889,2020-12-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-01,2021-02-01,NA,NA,2021-02-01,33,33,228,228,33,2020-12-01,2,July 2020-Dec 2020
tri01893,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-09-11,75,75,75,75,-263,2021-06-01,3,Jan 2021-Jun 2021
tri01896,2021-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,136,136,136,136,136,2021-04-01,3,Jan 2021-Jun 2021
tri01897,2020-10-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,288,288,288,288,288,2020-10-01,2,July 2020-Dec 2020
tri01906,2021-05-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,97,97,97,97,97,2021-05-01,3,Jan 2021-Jun 2021
tri01909,2020-10-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,299,299,299,299,299,2020-10-01,2,July 2020-Dec 2020
tri01915,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138,2021-03-01,3,Jan 2021-Jun 2021
tri01919,2020-03-23,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-15,2020-06-15,NA,NA,2020-06-15,84,84,510,510,84,2020-03-01,1,Jan 2020-Jun 2020
tri01921,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-06-24,46,46,46,46,-6,2021-06-01,3,Jan 2021-Jun 2021
tri01925,2021-04-21,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,116,116,116,116,116,2021-04-01,3,Jan 2021-Jun 2021
tri01930,2021-05-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,78,78,78,78,78,2021-05-01,3,Jan 2021-Jun 2021
tri01935,2020-10-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304,2020-10-01,2,July 2020-Dec 2020
tri01937,2021-02-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-11-12,179,179,179,179,-97,2021-02-01,3,Jan 2021-Jun 2021
tri01940,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri01942,2021-02-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,170,170,170,170,170,2021-02-01,3,Jan 2021-Jun 2021
tri01950,2021-01-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,226,226,226,226,226,2021-01-01,3,Jan 2021-Jun 2021
tri01964,2020-11-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,258,258,258,258,258,2020-11-01,2,July 2020-Dec 2020
tri01976,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri01986,2021-05-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-09,NA,2021-06-09,NA,2021-06-09,39,106,39,106,39,2021-05-01,3,Jan 2021-Jun 2021
tri01987,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri01994,2020-04-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,482,482,482,482,482,2020-04-01,1,Jan 2020-Jun 2020
tri02006,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-02,2020-11-02,NA,NA,2020-11-02,-59,-59,227,227,-59,2020-12-01,2,July 2020-Dec 2020
tri02016,2020-12-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,238,238,238,238,238,2020-12-01,2,July 2020-Dec 2020
tri02017,2020-06-18,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-10-21,2021-03-31,2020-10-21,NA,2020-10-21,125,286,125,423,125,2020-06-01,1,Jan 2020-Jun 2020
tri02023,2021-01-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-20,2020-07-20,NA,NA,2020-07-20,-195,-195,196,196,-195,2021-01-01,3,Jan 2021-Jun 2021
tri02028,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri02029,2020-08-25,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-17,NA,2021-05-17,NA,2021-05-17,265,355,265,355,265,2020-08-01,2,July 2020-Dec 2020
tri02030,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri02033,2021-05-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,82,82,82,82,82,2021-05-01,3,Jan 2021-Jun 2021
tri02035,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri02037,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri02038,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri02040,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri02043,2020-07-31,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-11-16,NA,2020-11-16,NA,2020-11-16,108,380,108,380,108,2020-07-01,2,July 2020-Dec 2020
tri02046,2021-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,107,107,107,107,107,2021-04-01,3,Jan 2021-Jun 2021
tri02049,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri02054,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri02055,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri02056,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri02060,2020-08-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-10,2020-12-02,2020-09-10,NA,2020-07-07,11,94,11,350,-54,2020-08-01,2,July 2020-Dec 2020
tri02067,2020-05-15,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-19,2021-03-19,NA,NA,2021-03-19,308,308,457,457,308,2020-05-01,1,Jan 2020-Jun 2020
tri02073,2020-11-01,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-04-20,NA,NA,2021-04-20,2021-04-20,170,287,287,170,170,2020-11-01,2,July 2020-Dec 2020
tri02080,2020-07-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-05,NA,2021-02-05,NA,2021-02-05,219,410,219,410,219,2020-07-01,2,July 2020-Dec 2020
tri02081,2020-11-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-28,2021-06-28,NA,NA,2021-06-28,239,239,287,287,239,2020-11-01,2,July 2020-Dec 2020
tri02086,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-01-27,227,227,227,227,27,2020-12-01,2,July 2020-Dec 2020
tri02088,2021-01-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,197,197,197,197,197,2021-01-01,3,Jan 2021-Jun 2021
