id,date_cutoff,date_completion,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any
tri02143,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri02148,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri02149,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri02157,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri02168,2021-07-01,2021-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,122,122,122,122,122
tri02175,2021-07-01,2021-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,62,62,62,62,62
tri02177,2021-07-01,2021-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,52,52,52,52,52
tri02188,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri02189,2021-07-01,2020-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,407,407,407,407,407
tri02198,2021-07-01,2020-05-17,TRUE,TRUE,TRUE,FALSE,TRUE,2020-06-02,2021-07-02,2020-06-02,NA,2020-06-02,16,411,16,410,16
tri02205,2021-07-01,2020-12-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-03,2020-10-03,NA,NA,2020-10-03,-89,-89,182,182,-89
tri02207,2021-07-01,2020-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,183,183,183,183,183
tri02209,2021-07-01,2020-03-09,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,479,479,479,479,479
tri02215,2021-07-01,2021-02-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,123,123,123,123,123
tri02225,2021-07-01,2020-04-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,430,430,430,430,430
tri02228,2021-07-01,2021-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,58,58,58,58,58
tri02242,2021-07-01,2021-04-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-13,2021-08-13,NA,NA,2021-08-13,134,134,91,91,134
tri02244,2021-07-01,2020-06-14,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-04,2020-09-04,NA,NA,2020-09-04,82,82,382,382,82
tri02245,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02251,2021-07-01,2020-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,242,242,242,242,242
tri02252,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri02258,2021-07-01,2020-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,242,242,242,242,242
tri02264,2021-07-01,2020-09-29,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-18,2021-06-18,NA,NA,2021-06-18,262,262,275,275,262
tri02266,2021-07-01,2021-02-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,139,139,139,139,139
tri02268,2021-07-01,2020-08-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,310,310,310,310,310
tri02269,2021-07-01,2021-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,87,87,87,87,87
tri02273,2021-07-01,2020-09-22,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,282,282,282,282,282
tri02275,2021-07-01,2020-11-30,TRUE,TRUE,TRUE,FALSE,TRUE,2021-02-10,2021-08-06,2021-02-10,NA,2021-02-10,72,249,72,213,72
tri02277,2021-07-01,2021-05-19,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,43,43,43,43,43
tri02279,2021-07-01,2021-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,72,72,72,72,72
tri02282,2021-07-01,2020-09-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,289,289,289,289,289
tri02284,2021-07-01,2021-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,175,175,175,175,175
tri02290,2021-07-01,2021-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,122,122,122,122,122
tri02291,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02297,2021-07-01,2020-12-31,TRUE,TRUE,FALSE,TRUE,TRUE,2021-05-26,2021-08-15,NA,2021-05-26,2020-08-03,146,227,182,146,-150
tri02303,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02307,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri02314,2021-07-01,2021-05-05,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,57,57,57,57,57
tri02316,2021-07-01,2020-07-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,346,346,346,346,346
tri02322,2021-07-01,2020-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,427,427,427,427,427
tri02323,2021-07-01,2020-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,254,254,254,254,254
tri02324,2021-07-01,2020-04-28,TRUE,TRUE,TRUE,FALSE,TRUE,2020-05-29,2020-07-23,2020-05-29,NA,2020-05-29,31,86,31,429,31
tri02325,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri02327,2021-07-01,2020-07-13,TRUE,TRUE,TRUE,TRUE,TRUE,2020-09-21,2020-10-17,2020-09-21,2021-06-30,2020-09-21,70,96,70,352,70
tri02328,2021-07-01,2020-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,294,294,294,294,294
tri02329,2021-07-01,2021-05-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,37,37,37,37,37
tri02333,2021-07-01,2021-06-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,16,16,16,16,16
tri02335,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-12-09,212,212,212,212,8
tri02344,2021-07-01,2021-01-01,TRUE,TRUE,TRUE,FALSE,TRUE,2021-05-14,2021-06-30,2021-05-14,NA,2020-08-06,133,180,133,181,-148
tri02346,2021-07-01,2021-05-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,36,36,36,36,36
tri02354,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri02355,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri02360,2021-07-01,2021-01-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,157,157,157,157,157
tri02364,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri02371,2021-07-01,2020-07-22,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-03-01,344,344,344,344,222
tri02372,2021-07-01,2020-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,254,254,254,254,254
tri02374,2021-07-01,2020-07-08,TRUE,TRUE,FALSE,FALSE,TRUE,2020-01-20,2020-01-20,NA,NA,2020-01-20,-170,-170,358,358,-170
tri02378,2021-07-01,2021-03-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,98,98,98,98,98
tri02380,2021-07-01,2020-11-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,228,228,228,228,228
tri02381,2021-07-01,2020-11-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,223,223,223,223,223
tri02384,2021-07-01,2020-12-21,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-04,2021-03-04,NA,NA,2021-03-04,73,73,192,192,73
tri02386,2021-07-01,2020-08-09,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-08,NA,2021-03-08,NA,2021-03-08,211,326,211,326,211
tri02391,2021-07-01,2020-12-31,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-04,2021-03-04,NA,NA,2021-03-04,63,63,182,182,63
tri02393,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02401,2021-07-01,2020-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,305,305,305,305,305
tri02405,2021-07-01,2021-01-29,TRUE,FALSE,FALSE,TRUE,TRUE,2021-05-21,NA,NA,2021-05-21,2021-05-21,112,153,153,112,112
tri02412,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02421,2021-07-01,2020-07-31,TRUE,TRUE,FALSE,FALSE,TRUE,2021-05-26,2021-05-26,NA,NA,2021-05-26,299,299,335,335,299
tri02438,2021-07-01,2020-10-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,266,266,266,266,266
tri02445,2021-07-01,2020-06-26,TRUE,TRUE,FALSE,TRUE,TRUE,2020-08-21,2020-08-21,NA,2021-01-26,2020-08-21,56,56,370,214,56
tri02446,2021-07-01,2020-06-30,TRUE,TRUE,FALSE,TRUE,TRUE,2020-05-27,2020-05-27,NA,2020-12-31,2020-05-27,-34,-34,366,184,-34
tri02447,2021-07-01,2020-07-28,TRUE,TRUE,TRUE,TRUE,TRUE,2020-09-01,2021-02-25,2020-09-01,2021-06-30,2020-09-01,35,212,35,337,35
tri02448,2021-07-01,2020-08-30,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-23,2020-07-23,NA,NA,2020-07-23,-38,-38,305,305,-38
tri02450,2021-07-01,2020-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-05-19,2021-05-19,NA,NA,2021-05-19,169,169,212,212,169
tri02451,2021-07-01,2020-12-18,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-09,2020-11-09,NA,NA,2020-11-09,-39,-39,195,195,-39
tri02452,2021-07-01,2021-05-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,35,35,35,35,35
tri02455,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri02457,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02458,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri02461,2021-07-01,2021-05-02,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-06-11,60,60,60,60,40
tri02462,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri02465,2021-07-01,2020-04-30,TRUE,FALSE,TRUE,FALSE,TRUE,2021-08-02,NA,2021-08-02,NA,2021-08-02,459,427,459,427,459
tri02467,2021-07-01,2020-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,323,323,323,323,323
tri02468,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02471,2021-07-01,2021-02-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,150,150,150,150,150
tri02473,2021-07-01,2021-05-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,50,50,50,50,50
tri02477,2021-07-01,2020-11-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,213,213,213,213,213
tri02480,2021-07-01,2021-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,129,129,129,129,129
tri02482,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri02483,2021-07-01,2021-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,145,145,145,145,145
tri02484,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02486,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri02497,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri02499,2021-07-01,2020-06-22,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-03,2021-06-03,NA,NA,2021-06-03,346,346,374,374,346
tri02501,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri02513,2021-07-01,2020-07-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-06,2020-11-06,NA,NA,2020-11-06,98,98,335,335,98
tri02516,2021-07-01,2020-12-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,186,186,186,186,186
tri02518,2021-07-01,2021-01-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,170,170,170,170,170
tri02519,2021-07-01,2020-06-05,TRUE,TRUE,TRUE,FALSE,TRUE,2020-12-07,2021-06-23,2020-12-07,NA,2020-12-07,185,383,185,391,185
tri02529,2021-07-01,2021-03-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,108,108,108,108,108
tri02532,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri02535,2021-07-01,2021-05-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,49,49,49,49,49
tri02539,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02543,2021-07-01,2021-03-02,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,121,121,121,121,121
tri02556,2021-07-01,2021-02-22,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-11,NA,2021-05-11,NA,2021-05-11,78,129,78,129,78
tri02558,2021-07-01,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198
tri02559,2021-07-01,2020-07-22,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-02,2020-09-02,NA,NA,2020-09-02,42,42,344,344,42
tri02562,2021-07-01,2020-05-29,TRUE,TRUE,FALSE,TRUE,TRUE,2020-09-09,2020-09-09,NA,2021-06-22,2020-09-09,103,103,398,389,103
tri02563,2021-07-01,2020-05-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,401,401,401,401,401
tri02565,2021-07-01,2020-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,239,239,239,239,239
tri02568,2021-07-01,2020-05-31,TRUE,FALSE,TRUE,TRUE,TRUE,2020-07-08,NA,2020-07-08,2020-11-04,2020-07-08,38,396,38,157,38
tri02569,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri02570,2021-07-01,2020-05-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,398,398,398,398,398
tri02571,2021-07-01,2020-08-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304
tri02575,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02577,2021-07-01,2020-11-02,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-18,2021-06-18,NA,NA,2020-08-11,228,228,241,241,-83
tri02578,2021-07-01,2020-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,242,242,242,242,242
tri02581,2021-07-01,2021-03-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,94,94,94,94,94
tri02583,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri02586,2021-07-01,2021-05-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-04,2021-08-04,NA,NA,2021-08-04,95,95,61,61,95
tri02589,2021-07-01,2020-11-05,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,238,238,238,238,238
tri02592,2021-07-01,2020-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,294,294,294,294,294
tri02597,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri02598,2021-07-01,2020-07-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,356,356,356,356,356
tri02612,2021-07-01,2021-05-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,47,47,47,47,47
tri02615,2021-07-01,2020-06-23,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-25,2020-11-16,2020-07-25,NA,2020-07-25,32,146,32,373,32
tri02619,2021-07-01,2020-09-01,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-09,2020-11-09,NA,NA,2020-10-06,69,69,303,303,35
tri02626,2021-07-01,2021-06-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,16,16,16,16,16
tri02631,2021-07-01,2020-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,320,320,320,320,320
tri02632,2021-07-01,2021-02-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-29,NA,2021-03-29,NA,2021-03-29,56,150,56,150,56
tri02635,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02637,2021-07-01,2020-11-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,228,228,228,228,228
tri02643,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri02644,2021-07-01,2021-04-30,TRUE,TRUE,FALSE,FALSE,TRUE,2020-04-01,2020-04-01,NA,NA,2020-04-01,-394,-394,62,62,-394
tri02655,2021-07-01,2021-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,48,48,48,48,48
tri02666,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02672,2021-07-01,2020-12-16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,197,197,197,197,197
tri02674,2021-07-01,2020-06-25,TRUE,FALSE,FALSE,TRUE,TRUE,2020-10-24,NA,NA,2020-10-24,2020-10-24,121,371,371,121,121
tri02771,2021-07-01,2020-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,396,396,396,396,396
tri02772,2021-07-01,2020-05-18,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-19,2020-08-19,NA,NA,2020-08-19,93,93,409,409,93
tri02773,2021-07-01,2020-06-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,383,383,383,383,383
tri02778,2021-07-01,2020-08-20,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-11,2021-03-11,NA,NA,2021-03-11,203,203,315,315,203
tri02779,2021-07-01,2021-01-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168
tri02795,2021-07-01,2020-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,277,277,277,277,277
tri02845,2021-07-01,2020-05-25,TRUE,FALSE,TRUE,FALSE,TRUE,2020-10-19,NA,2020-10-19,NA,2020-10-19,147,402,147,402,147
tri02852,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri02863,2021-07-01,2020-05-16,TRUE,FALSE,TRUE,FALSE,TRUE,2020-07-20,NA,2020-07-20,NA,2020-07-20,65,411,65,411,65
tri02875,2021-07-01,2021-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,78,78,78,78,78
tri02882,2021-07-01,2021-01-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167
tri02883,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri02884,2021-07-01,2020-08-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304
tri02885,2021-07-01,2020-05-21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,406,406,406,406,406
tri02886,2021-07-01,2021-04-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,67,67,67,67,67
tri02888,2021-07-01,2020-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,351,351,351,351,351
tri02890,2021-07-01,2020-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,218,218,218,218,218
tri02908,2021-07-01,2020-07-30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-08-04,336,336,336,336,5
tri02910,2021-07-01,2021-01-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-09-09,2021-01-29,NA,2020-09-09,2020-09-09,-128,14,167,-128,-128
tri02912,2021-07-01,2020-07-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-25,2020-11-25,NA,NA,2020-06-04,117,117,335,335,-57
tri02914,2021-07-01,2020-04-30,TRUE,TRUE,TRUE,FALSE,TRUE,2020-06-02,2020-09-17,2020-06-02,NA,2020-06-02,33,140,33,427,33
tri02915,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri02918,2021-07-01,2020-06-29,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-15,2020-12-11,2020-09-15,NA,2020-09-15,78,165,78,367,78
tri02921,2021-07-01,2020-08-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,312,312,312,312,312
tri02924,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri02927,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri02929,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri02933,2021-07-01,2020-07-24,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-14,NA,2021-05-14,NA,2021-05-14,294,342,294,342,294
tri02934,2021-07-01,2020-05-25,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-17,2020-10-20,2020-07-17,NA,2020-07-17,53,148,53,402,53
tri02935,2021-07-01,2021-04-21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,71,71,71,71,71
tri02937,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02942,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri02943,2021-07-01,2020-08-30,TRUE,FALSE,TRUE,FALSE,TRUE,2020-11-03,NA,2020-11-03,NA,2020-11-03,65,305,65,305,65
tri02944,2021-07-01,2021-06-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-07-03,NA,2021-07-03,NA,2021-07-03,32,30,32,30,32
tri02951,2021-07-01,2020-11-02,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,241,241,241,241,241
tri02957,2021-07-01,2020-10-25,TRUE,FALSE,TRUE,FALSE,TRUE,2020-11-28,NA,2020-11-28,NA,2020-11-28,34,249,34,249,34
tri02960,2021-07-01,2020-06-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,392,392,392,392,392
tri02961,2021-07-01,2021-04-05,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-19,NA,2021-02-19,NA,2021-02-19,-45,87,-45,87,-45
tri02964,2021-07-01,2021-01-29,TRUE,TRUE,TRUE,FALSE,TRUE,2021-04-15,2021-07-09,2021-04-15,NA,2021-04-15,76,161,76,153,76
tri02968,2021-07-01,2021-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,80,80,80,80,80
tri02970,2021-07-01,2021-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,48,48,48,48,48
tri02972,2021-07-01,2021-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,181,181,181,181,181
tri02973,2021-07-01,2021-02-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-22,2021-04-22,NA,NA,2021-04-22,80,80,150,150,80
tri02978,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02979,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02982,2021-07-01,2021-01-12,TRUE,TRUE,TRUE,FALSE,TRUE,2021-02-08,2021-04-09,2021-02-08,NA,2021-02-08,27,87,27,170,27
tri02984,2021-07-01,2021-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,93,93,93,93,93
tri02991,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri02995,2021-07-01,2021-01-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167
tri02997,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri03001,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-11-26,335,335,335,335,118
